project,name,version,type,purl,cpe,language,pkg_type,path
FACEBOOK-React,babel-plugin-transform-class-properties,6.22.0,library,pkg:npm/babel-plugin-transform-class-properties@6.22.0,cpe:2.3:a:babel-plugin-transform-class-properties:babel-plugin-transform-class-properties:6.22.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/ssr/yarn.lock
Sentry-Ravenjs,core-js,2.6.12,library,pkg:npm/core-js@2.6.12,cpe:2.3:a:core-js:core-js:2.6.12:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,path-dirname,1.0.2,library,pkg:npm/path-dirname@1.0.2,cpe:2.3:a:path-dirname:path-dirname:1.0.2:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Liferay-Liferay,@babel/code-frame,7.26.2,library,pkg:npm/%40babel/code-frame@7.26.2,cpe:2.3:a:\@babel\/code-frame:\@babel\/code-frame:7.26.2:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-evp-workspace/yarn.lock
The_Apache_Software_Foundation-Apache_Tez,lodash.merge,4.6.2,library,pkg:npm/lodash.merge@4.6.2,cpe:2.3:a:lodash.merge:lodash.merge:4.6.2:*:*:*:*:*:*:*,javascript,npm,/tez-ui/src/main/webapp/yarn.lock
dotCMS-dotCMS,monaco-editor,0.33.0,library,pkg:npm/monaco-editor@0.33.0,cpe:2.3:a:monaco-editor:monaco-editor:0.33.0:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Tilde-Emberjs,actions/checkout,v6.0.2,library,pkg:github/actions/checkout@v6.0.2,cpe:2.3:a:actions\/checkout:actions\/checkout:v6.0.2:*:*:*:*:*:*:*,,github-action,/.github/workflows/package-size.yml
FACEBOOK-React,create-hash,1.2.0,library,pkg:npm/create-hash@1.2.0,cpe:2.3:a:create-hash:create-hash:1.2.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/attribute-behavior/yarn.lock
XWiki-XWiki,strip-bom,3.0.0,library,pkg:npm/strip-bom@3.0.0,cpe:2.3:a:strip-bom:strip-bom:3.0.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,side-channel-weakmap,1.0.2,library,pkg:npm/side-channel-weakmap@1.0.2,cpe:2.3:a:side-channel-weakmap:side-channel-weakmap:1.0.2:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add-localize/pnpm-lock.yaml
Google-Angular_Material,@babel/helper-validator-option,7.27.1,library,pkg:npm/%40babel/helper-validator-option@7.27.1,cpe:2.3:a:\@babel\/helper-validator-option:\@babel\/helper-validator-option:7.27.1:*:*:*:*:*:*:*,javascript,npm,/docs/src/assets/stackblitz/package-lock.json
Angular-AngularJS,proxy-addr,2.0.7,library,pkg:npm/proxy-addr@2.0.7,cpe:2.3:a:proxy-addr:proxy-addr:2.0.7:*:*:*:*:*:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
WooCommerce-WooCommerce,write,1.0.3,library,pkg:npm/write@1.0.3,cpe:2.3:a:write:write:1.0.3:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
dotCMS-dotCMS,@module-federation/runtime-core,0.18.4,library,pkg:npm/%40module-federation/runtime-core@0.18.4,cpe:2.3:a:\@module-federation\/runtime-core:\@module-federation\/runtime-core:0.18.4:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Liferay-Liferay,remark-stringify,6.0.4,library,pkg:npm/remark-stringify@6.0.4,cpe:2.3:a:remark-stringify:remark-stringify:6.0.4:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Liferay-Liferay,ecc-jsbn,0.1.1,library,pkg:npm/ecc-jsbn@0.1.1,cpe:2.3:a:ecc-jsbn:ecc-jsbn:0.1.1:*:*:*:*:*:*:*,javascript,npm,/modules/dxp/apps/osb/osb-faro/yarn.lock
Liferay-Liferay,base64id,2.0.0,library,pkg:npm/base64id@2.0.0,cpe:2.3:a:base64id:base64id:2.0.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-sample-workspace/client-extensions/liferay-sample-custom-element-3/yarn.lock
GHOST-Ghost,html-minifier,4.0.0,library,pkg:npm/html-minifier@4.0.0,cpe:2.3:a:kangax:html-minifier:4.0.0:*:*:*:*:node.js:*:*,javascript,npm,/yarn.lock
Neos-Neos,autoprefixer,9.8.5,library,pkg:npm/autoprefixer@9.8.5,cpe:2.3:a:autoprefixer:autoprefixer:9.8.5:*:*:*:*:*:*:*,javascript,npm,/Neos.Media.Browser/package-lock.json
Plotly_Inc-Plotly,supports-preserve-symlinks-flag,1.0.0,library,pkg:npm/supports-preserve-symlinks-flag@1.0.0,cpe:2.3:a:supports-preserve-symlinks-flag:supports-preserve-symlinks-flag:1.0.0:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Ionic-Ionic_Framework,postcss-page-break,3.0.4,library,pkg:npm/postcss-page-break@3.0.4,cpe:2.3:a:postcss-page-break:postcss-page-break:3.0.4:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
PowerDNS-DNS_Server,urllib3,2.6.3,library,pkg:pypi/urllib3@2.6.3,cpe:2.3:a:python:urllib3:2.6.3:*:*:*:*:*:*:*,python,python,/regression-tests.recursor-dnssec/requirements.txt
Grafana_Labs-Grafana,math-intrinsics,1.1.0,library,pkg:npm/math-intrinsics@1.1.0,cpe:2.3:a:math-intrinsics:math-intrinsics:1.1.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Jahia-Jahia,figures,2.0.0,library,pkg:npm/figures@2.0.0,cpe:2.3:a:figures:figures:2.0.0:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
Kubernetes-k8s,github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,library,pkg:golang/github.com/modern-go/concurrent@v0.0.0-20180306012644-bacd9c7ef1dd,cpe:2.3:a:modern-go:concurrent:v0.0.0-20180306012644-bacd9c7ef1dd:*:*:*:*:*:*:*,go,go-module,/staging/src/k8s.io/apiserver/go.mod
Pivotal_Software-Spring,./.github/actions/build,UNKNOWN,library,,cpe:2.3:a:.\/.github\/actions\/build:.\/.github\/actions\/build:*:*:*:*:*:*:*:*,,github-action,/.github/workflows/ci.yml
Angular-AngularJS,webdriver-js-extender,2.1.0,library,pkg:npm/webdriver-js-extender@2.1.0,cpe:2.3:a:webdriver-js-extender:webdriver-js-extender:2.1.0:*:*:*:*:*:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
FACEBOOK-React,json-parse-better-errors,1.0.2,library,pkg:npm/json-parse-better-errors@1.0.2,cpe:2.3:a:json-parse-better-errors:json-parse-better-errors:1.0.2:*:*:*:*:*:*:*,javascript,npm,/fixtures/ssr2/package-lock.json
Angular-AngularJS,websocket-extensions,0.1.4,library,pkg:npm/websocket-extensions@0.1.4,cpe:2.3:a:websocket-extensions_project:websocket-extensions:0.1.4:*:*:*:*:node.js:*:*,javascript,npm,/integration/platform-server-zoneless/pnpm-lock.yaml
Grafana_Labs-Grafana,commander,12.1.0,library,pkg:npm/commander@12.1.0,cpe:2.3:a:commander:commander:12.1.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,is-generator-function,1.0.10,library,pkg:npm/is-generator-function@1.0.10,cpe:2.3:a:is-generator-function:is-generator-function:1.0.10:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-ticket-workspace/yarn.lock
Liferay-Liferay,@codemirror/lang-html,6.4.11,library,pkg:npm/%40codemirror/lang-html@6.4.11,cpe:2.3:a:\@codemirror\/lang-html:\@codemirror\/lang-html:6.4.11:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Sun_Microsystems-GlassFish,glassfish-embedded-web,8.0.2-SNAPSHOT,library,pkg:maven/org.glassfish.extras/glassfish-embedded-web@8.0.2-SNAPSHOT,cpe:2.3:a:glassfish-embedded-web:glassfish-embedded-web:8.0.2-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/appserver/tests/embedded/static/ejb/simple/pom.xml
Angular-AngularJS,extend,3.0.2,library,pkg:npm/extend@3.0.2,cpe:2.3:a:extend_project:extend:3.0.2:*:*:*:*:node.js:*:*,javascript,npm,/integration/legacy-animations/pnpm-lock.yaml
Angular-AngularJS,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Angular-AngularJS/adev/src/content/tutorials/signal-forms/common/package-lock.json,,file,,,,,
Liferay-Liferay,ansi-regex,6.0.1,library,pkg:npm/ansi-regex@6.0.1,cpe:2.3:a:ansi-regex_project:ansi-regex:6.0.1:*:*:*:*:node.js:*:*,javascript,npm,/modules/yarn.lock
The_Apache_Software_Foundation-Apache_Storm,spring-core,7.0.5,library,pkg:maven/org.springframework/spring-core@7.0.5,cpe:2.3:a:springsource-spring-framework:springsource_spring_framework:7.0.5:*:*:*:*:*:*:*,java,java-archive,/examples/storm-jms-examples/pom.xml
Angular-AngularJS,angular/dev-infra/github-actions/linting/licenses,55af1f65dbeb0fe6a3de1d1134bd0dd8bc5e60cc,library,pkg:github/angular/dev-infra@55af1f65dbeb0fe6a3de1d1134bd0dd8bc5e60cc#github-actions/linting/licenses,cpe:2.3:a:angular\/dev-infra\/github-actions\/linting\/licenses:angular\/dev-infra\/github-actions\/linting\/licenses:55af1f65dbeb0fe6a3de1d1134bd0dd8bc5e60cc:*:*:*:*:*:*:*,,github-action,/.github/workflows/pr.yml
FACEBOOK-React,supports-color,5.5.0,library,pkg:npm/supports-color@5.5.0,cpe:2.3:a:supports-color:supports-color:5.5.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/ssr2/package-lock.json
WooCommerce-WooCommerce,image-size,1.2.1,library,pkg:npm/image-size@1.2.1,cpe:2.3:a:image-size:image-size:1.2.1:*:*:*:*:*:*:*,javascript,npm,/docs/_docu-tools/pnpm-lock.yaml
Neos-Neos,path-key,3.1.1,library,pkg:npm/path-key@3.1.1,cpe:2.3:a:path-key:path-key:3.1.1:*:*:*:*:*:*:*,javascript,npm,/Neos.Neos/yarn.lock
Node_js-Node_js,micromark-factory-title,2.0.0,library,pkg:npm/micromark-factory-title@2.0.0,cpe:2.3:a:micromark-factory-title:micromark-factory-title:2.0.0:*:*:*:*:*:*:*,javascript,npm,/tools/lint-md/package-lock.json
Grafana_Labs-Grafana,go.uber.org/automaxprocs,v1.6.0,library,pkg:golang/go.uber.org/automaxprocs@v1.6.0,,go,go-module,/.citools/src/golangci-lint/go.mod
Shopsys_Framework-Shopsys_Framework,side-channel,1.1.0,library,pkg:npm/side-channel@1.1.0,cpe:2.3:a:side-channel:side-channel:1.1.0:*:*:*:*:*:*:*,javascript,npm,/project-base/storefront/pnpm-lock.yaml
Angular-AngularJS,d3-array,2.12.1,library,pkg:npm/d3-array@2.12.1,cpe:2.3:a:d3-array:d3-array:2.12.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Ionic-Ionic_Framework,serialize-javascript,6.0.0,library,pkg:npm/serialize-javascript@6.0.0,cpe:2.3:a:verizon:serialize-javascript:6.0.0:*:*:*:*:node.js:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
Jahia-Jahia,arr-diff,1.1.0,library,pkg:npm/arr-diff@1.1.0,cpe:2.3:a:arr-diff:arr-diff:1.1.0:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
Liferay-Liferay,data-view-buffer,1.0.1,library,pkg:npm/data-view-buffer@1.0.1,cpe:2.3:a:data-view-buffer:data-view-buffer:1.0.1:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-ups-workspace/yarn.lock
Angular-AngularJS,pvutils,1.1.5,library,pkg:npm/pvutils@1.1.5,cpe:2.3:a:pvutils:pvutils:1.1.5:*:*:*:*:*:*:*,javascript,npm,/integration/animations/pnpm-lock.yaml
Liferay-Liferay,once,1.4.0,library,pkg:npm/once@1.4.0,cpe:2.3:a:once:once:1.4.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-x-workspace/yarn.lock
Meteor_Development_Group_Inc_-Meteor,object-inspect,1.13.4,library,pkg:npm/object-inspect@1.13.4,cpe:2.3:a:object-inspect:object-inspect:1.13.4:*:*:*:*:*:*:*,javascript,npm,/npm-packages/meteor-rspack/package-lock.json
Spree_Commerce-SpreeCommerc,pretty-ms,9.3.0,library,pkg:npm/pretty-ms@9.3.0,cpe:2.3:a:pretty-ms:pretty-ms:9.3.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,@npmcli/run-script,10.0.4,library,pkg:npm/%40npmcli/run-script@10.0.4,cpe:2.3:a:\@npmcli\/run-script:\@npmcli\/run-script:10.0.4:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world-ivy-i18n/pnpm-lock.yaml
Grafana_Labs-Grafana,github.com/mitchellh/reflectwalk,v1.0.2,library,pkg:golang/github.com/mitchellh/reflectwalk@v1.0.2,cpe:2.3:a:mitchellh:reflectwalk:v1.0.2:*:*:*:*:*:*:*,go,go-module,/.citools/src/swagger/go.mod
Angular-AngularJS,open,11.0.0,library,pkg:npm/open@11.0.0,cpe:2.3:a:open:open:11.0.0:*:*:*:*:*:*:*,javascript,npm,/integration/standalone-bootstrap/pnpm-lock.yaml
WooCommerce-WooCommerce,react-easy-crop,5.1.0,library,pkg:npm/react-easy-crop@5.1.0,cpe:2.3:a:react-easy-crop:react-easy-crop:5.1.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
FACEBOOK-React,es5-ext,0.8.2,library,pkg:npm/es5-ext@0.8.2,cpe:2.3:a:medikoo:es5-ext:0.8.2:*:*:*:*:node.js:*:*,javascript,npm,/compiler/yarn.lock
OpenCart-Commerce_Software,flat,5.0.2,library,pkg:npm/flat@5.0.2,cpe:2.3:a:flat:flat:5.0.2:*:*:*:*:*:*:*,javascript,npm,/tools/daux.io/yarn.lock
OpenCart-Commerce_Software,sade,1.8.1,library,pkg:npm/sade@1.8.1,cpe:2.3:a:sade:sade:1.8.1:*:*:*:*:*:*:*,javascript,npm,/tools/daux.io/yarn.lock
Civilized_Discourse_Construction_Kit_Inc_-Discourse,indent-string,4.0.0,library,pkg:npm/indent-string@4.0.0,cpe:2.3:a:indent-string:indent-string:4.0.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,@esbuild/linux-arm,0.27.3,library,pkg:npm/%40esbuild/linux-arm@0.27.3,cpe:2.3:a:\@esbuild\/linux-arm:\@esbuild\/linux-arm:0.27.3:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
Jahia-Jahia,brace-expansion,1.1.11,library,pkg:npm/brace-expansion@1.1.11,cpe:2.3:a:brace-expansion:brace-expansion:1.1.11:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
FACEBOOK-React,@img/sharp-wasm32,0.34.3,library,pkg:npm/%40img/sharp-wasm32@0.34.3,cpe:2.3:a:\@img\/sharp-wasm32:\@img\/sharp-wasm32:0.34.3:*:*:*:*:*:*:*,javascript,npm,/compiler/apps/playground/yarn.lock
Apollo_GraphQL-Apollo_Client,char-regex,1.0.2,library,pkg:npm/char-regex@1.0.2,cpe:2.3:a:char-regex:char-regex:1.0.2:*:*:*:*:*:*:*,javascript,npm,/integration-tests/pnpm-lock.yaml
Grafana_Labs-Grafana,./.github/actions/build-package,UNKNOWN,library,,cpe:2.3:a:.\/.github\/actions\/build-package:.\/.github\/actions\/build-package:*:*:*:*:*:*:*:*,,github-action,/.github/workflows/release-build.yml
Neos-Neos,babel-messages,6.23.0,library,pkg:npm/babel-messages@6.23.0,cpe:2.3:a:babel-messages:babel-messages:6.23.0:*:*:*:*:*:*:*,javascript,npm,/Neos.Media.Browser/yarn.lock
MongoDB-MongoDB,trio-websocket,0.11.1,library,pkg:pypi/trio-websocket@0.11.1,cpe:2.3:a:python-trio-websocket:python-trio-websocket:0.11.1:*:*:*:*:*:*:*,python,python,/poetry.lock
Rust-Rust,core,0.0.0,library,pkg:cargo/core@0.0.0,cpe:2.3:a:core:core:0.0.0:*:*:*:*:*:*:*,rust,rust-crate,/library/Cargo.lock
Bolt-Bolt,cli-highlight,2.1.11,library,pkg:npm/cli-highlight@2.1.11,cpe:2.3:a:cli-highlight:cli-highlight:2.1.11:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
FACEBOOK-React,builtin-status-codes,3.0.0,library,pkg:npm/builtin-status-codes@3.0.0,cpe:2.3:a:builtin-status-codes:builtin-status-codes:3.0.0:*:*:*:*:*:*:*,javascript,npm,/fixtures/ssr2/package-lock.json
Angular-AngularJS,side-channel,1.1.0,library,pkg:npm/side-channel@1.1.0,cpe:2.3:a:side-channel:side-channel:1.1.0:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_NiFi,/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-registry/pom.xml,,file,,,,,
Plotly_Inc-Plotly,gl-vao,1.3.0,library,pkg:npm/gl-vao@1.3.0,cpe:2.3:a:gl-vao:gl-vao:1.3.0:*:*:*:*:*:*:*,javascript,npm,/stackgl_modules/package-lock.json
Tilde-Emberjs,fs-tree-diff,0.5.9,library,pkg:npm/fs-tree-diff@0.5.9,cpe:2.3:a:fs-tree-diff:fs-tree-diff:0.5.9:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_Flink,flink-libraries,2.3-SNAPSHOT,library,pkg:maven/org.apache.flink/flink-libraries@2.3-SNAPSHOT,cpe:2.3:a:apache:flink-libraries:2.3-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/flink-libraries/pom.xml
Sentry-Ravenjs,@types/react-dom,18.3.7,library,pkg:npm/%40types/react-dom@18.3.7,cpe:2.3:a:\@types\/react-dom:\@types\/react-dom:18.3.7:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Liferay-Liferay,babel-plugin-istanbul,6.0.0,library,pkg:npm/babel-plugin-istanbul@6.0.0,cpe:2.3:a:babel-plugin-istanbul:babel-plugin-istanbul:6.0.0:*:*:*:*:*:*:*,javascript,npm,/modules/dxp/apps/osb/osb-faro/yarn.lock
Tilde-Emberjs,@esbuild/win32-x64,0.27.4,library,pkg:npm/%40esbuild/win32-x64@0.27.4,cpe:2.3:a:\@esbuild\/win32-x64:\@esbuild\/win32-x64:0.27.4:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_NiFi,internmap,2.0.3,library,pkg:npm/internmap@2.0.3,cpe:2.3:a:internmap:internmap:2.0.3:*:*:*:*:*:*:*,javascript,npm,/nifi-frontend/src/main/frontend/package-lock.json
Ionic-Ionic_Framework,@rollup/rollup-win32-arm64-msvc,4.34.9,library,pkg:npm/%40rollup/rollup-win32-arm64-msvc@4.34.9,cpe:2.3:a:\@rollup\/rollup-win32-arm64-msvc:\@rollup\/rollup-win32-arm64-msvc:4.34.9:*:*:*:*:*:*:*,javascript,npm,/core/package-lock.json
Liferay-Liferay,console-control-strings,1.1.0,library,pkg:npm/console-control-strings@1.1.0,cpe:2.3:a:console-control-strings:console-control-strings:1.1.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-sample-workspace/client-extensions/liferay-sample-custom-element-3/yarn.lock
Neos-Neos,config-chain,1.1.11,library,pkg:npm/config-chain@1.1.11,cpe:2.3:a:config-chain:config-chain:1.1.11:*:*:*:*:*:*:*,javascript,npm,/Neos.Media.Browser/yarn.lock
Angular-AngularJS,onetime,7.0.0,library,pkg:npm/onetime@7.0.0,cpe:2.3:a:onetime:onetime:7.0.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_Flink,flink-walkthrough-table-java,2.3-SNAPSHOT,library,pkg:maven/org.apache.flink/flink-walkthrough-table-java@2.3-SNAPSHOT,cpe:2.3:a:apache:flink-walkthrough-table-java:2.3-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/flink-walkthroughs/flink-walkthrough-table-java/pom.xml
GHOST-Ghost,@ember-data/model,3.24.0,library,pkg:npm/%40ember-data/model@3.24.0,cpe:2.3:a:\@ember-data\/model:\@ember-data\/model:3.24.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Sentry-Ravenjs,functions-have-names,1.2.3,library,pkg:npm/functions-have-names@1.2.3,cpe:2.3:a:functions-have-names:functions-have-names:1.2.3:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
XWiki-XWiki,xwiki-platform-wysiwyg-webjar,18.3.0-SNAPSHOT,library,pkg:maven/org.xwiki.platform/xwiki-platform-wysiwyg-webjar@18.3.0-SNAPSHOT,cpe:2.3:a:xwiki-platform-wysiwyg-webjar:xwiki-platform-wysiwyg-webjar:18.3.0-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/xwiki-platform-core/xwiki-platform-wysiwyg/xwiki-platform-wysiwyg-webjar/pom.xml
PowerDNS-DNS_Server,idna,3.11,library,pkg:pypi/idna@3.11,cpe:2.3:a:python-idna:python-idna:3.11:*:*:*:*:*:*:*,python,python,/regression-tests.api/requirements.txt
ThoughtWorks_Inc_-GoCD,@babel/helper-validator-identifier,7.28.5,library,pkg:npm/%40babel/helper-validator-identifier@7.28.5,cpe:2.3:a:\@babel\/helper-validator-identifier:\@babel\/helper-validator-identifier:7.28.5:*:*:*:*:*:*:*,javascript,npm,/server/src/main/webapp/WEB-INF/rails/yarn.lock
Aerospike-Aerospike,actions/create-github-app-token,v2.2.1,library,pkg:github/actions/create-github-app-token@v2.2.1,cpe:2.3:a:actions\/create-github-app-token:actions\/create-github-app-token:v2.2.1:*:*:*:*:*:*:*,,github-action,/.github/workflows/build-and-test.yaml
druidio-Druid,@babel/code-frame,7.26.2,library,pkg:npm/%40babel/code-frame@7.26.2,cpe:2.3:a:\@babel\/code-frame:\@babel\/code-frame:7.26.2:*:*:*:*:*:*:*,javascript,npm,/website/package-lock.json
Grafana_Labs-Grafana,github.com/fxamacker/cbor/v2,v2.9.0,library,pkg:golang/github.com/fxamacker/cbor/v2@v2.9.0,cpe:2.3:a:fxamacker:cbor\/v2:v2.9.0:*:*:*:*:*:*:*,go,go-module,/pkg/apimachinery/go.mod
Angular-AngularJS,@msgpackr-extract/msgpackr-extract-darwin-arm64,3.0.3,library,pkg:npm/%40msgpackr-extract/msgpackr-extract-darwin-arm64@3.0.3,cpe:2.3:a:\@msgpackr-extract\/msgpackr-extract-darwin-arm64:\@msgpackr-extract\/msgpackr-extract-darwin-arm64:3.0.3:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server/pnpm-lock.yaml
Meteor_Development_Group_Inc_-Meteor,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Meteor_Development_Group_Inc_-Meteor/package-lock.json,,file,,,,,
FACEBOOK-HHVM,is-regexp,1.0.0,library,pkg:npm/is-regexp@1.0.0,cpe:2.3:a:is-regexp:is-regexp:1.0.0:*:*:*:*:*:*:*,javascript,npm,/third-party/watchman/src/website/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,are-we-there-yet,1.1.4,library,pkg:npm/are-we-there-yet@1.1.4,cpe:2.3:a:are-we-there-yet:are-we-there-yet:1.1.4:*:*:*:*:*:*:*,javascript,npm,/contrib/views/files/src/main/resources/ui/yarn.lock
CodeIgniter-CodeIgniter,shivammathur/setup-php,2.37.0,library,pkg:github/shivammathur/setup-php@2.37.0,cpe:2.3:a:shivammathur\/setup-php:shivammathur\/setup-php:2.37.0:*:*:*:*:*:*:*,,github-action,/.github/workflows/test-coding-standards.yml
Selenium-Selenium,platformdirs,4.9.4,library,pkg:pypi/platformdirs@4.9.4,cpe:2.3:a:python-platformdirs:python-platformdirs:4.9.4:*:*:*:*:*:*:*,python,python,/py/requirements_lock.txt
GHOST-Ghost,lazy-universal-dotenv,4.0.0,library,pkg:npm/lazy-universal-dotenv@4.0.0,cpe:2.3:a:lazy-universal-dotenv:lazy-universal-dotenv:4.0.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Angular-AngularJS,braces,3.0.3,library,pkg:npm/braces@3.0.3,cpe:2.3:a:braces_project:braces:3.0.3:*:*:*:*:node.js:*:*,javascript,npm,/integration/cli-hello-world-lazy/pnpm-lock.yaml
Shopsys_Framework-Shopsys_Framework,string.prototype.repeat,1.0.0,library,pkg:npm/string.prototype.repeat@1.0.0,cpe:2.3:a:string.prototype.repeat:string.prototype.repeat:1.0.0:*:*:*:*:*:*:*,javascript,npm,/project-base/storefront/pnpm-lock.yaml
Shopsys_Framework-Shopsys_Framework,enhanced-resolve,5.19.0,library,pkg:npm/enhanced-resolve@5.19.0,cpe:2.3:a:enhanced-resolve:enhanced-resolve:5.19.0:*:*:*:*:*:*:*,javascript,npm,/project-base/storefront/pnpm-lock.yaml
Google-Angular_Material,@lmdb/lmdb-darwin-x64,3.4.2,library,pkg:npm/%40lmdb/lmdb-darwin-x64@3.4.2,cpe:2.3:a:\@lmdb\/lmdb-darwin-x64:\@lmdb\/lmdb-darwin-x64:3.4.2:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add/pnpm-lock.yaml
Angular-AngularJS,@babel/plugin-transform-async-to-generator,7.28.6,library,pkg:npm/%40babel/plugin-transform-async-to-generator@7.28.6,cpe:2.3:a:\@babel\/plugin-transform-async-to-generator:\@babel\/plugin-transform-async-to-generator:7.28.6:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
FACEBOOK-HHVM,actions/stale,v9,library,pkg:github/actions/stale@v9,cpe:2.3:a:actions\/stale:actions\/stale:v9:*:*:*:*:*:*:*,,github-action,/third-party/proxygen/src/.github/workflows/close_stale.yml
Bolt-Bolt,arrify,1.0.1,library,pkg:npm/arrify@1.0.1,cpe:2.3:a:arrify:arrify:1.0.1:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
Liferay-Liferay,mime-types,2.1.35,library,pkg:npm/mime-types@2.1.35,cpe:2.3:a:mime-types:mime-types:2.1.35:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-learn-workspace/client-extensions/liferay-learn-global-js/yarn.lock
Angular-AngularJS,node-gyp-build-optional-packages,5.2.2,library,pkg:npm/node-gyp-build-optional-packages@5.2.2,cpe:2.3:a:node-gyp-build-optional-packages:node-gyp-build-optional-packages:5.2.2:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server/pnpm-lock.yaml
Angular-AngularJS,@babel/core,7.29.0,library,pkg:npm/%40babel/core@7.29.0,cpe:2.3:a:\@babel\/core:\@babel\/core:7.29.0:*:*:*:*:*:*:*,javascript,npm,/integration/defer/pnpm-lock.yaml
Angular-AngularJS,@inquirer/checkbox,5.1.2,library,pkg:npm/%40inquirer/checkbox@5.1.2,cpe:2.3:a:\@inquirer\/checkbox:\@inquirer\/checkbox:5.1.2:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
Angular-AngularJS,binary-extensions,2.3.0,library,pkg:npm/binary-extensions@2.3.0,cpe:2.3:a:binary-extensions:binary-extensions:2.3.0:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
PrestaShop-Commerce_Software,ipaddr.js,1.9.1,library,pkg:npm/ipaddr.js@1.9.1,cpe:2.3:a:ipaddr.js:ipaddr.js:1.9.1:*:*:*:*:*:*:*,javascript,npm,/tests/UI/package-lock.json
Shopware_Inc-Shopware,balanced-match,4.0.4,library,pkg:npm/balanced-match@4.0.4,cpe:2.3:a:balanced-match:balanced-match:4.0.4:*:*:*:*:*:*:*,javascript,npm,/src/Storefront/Resources/app/storefront/package-lock.json
